,Name,Action1,Action2,Action3,Action4,Action5,Action6
241,Vrock,Multiattack: The vrock makes two attacks: one with its beak and one with its talons.,"Beak: Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 10 (2d6 + 3) piercing damage.","Talons: Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 14 (2d10 + 3) slashing damage.","Spores (Recharge 6): A 15-foot-radius cloud of toxic spores extends out from the vrock. The spores spread around corners. Each creature in that area must succeed on a DC 14 Constitution saving throw or become Poisoned. While Poisoned in this way, a target takes 5 (1d10) poison damage at the start of each of its turns. A target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. Emptying a vial of Holy Water on the target also ends the effect on it.",Stunning Screech (1/Day): The vrock emits a horrific screech. Each creature within 20 feet of it that can hear it and that isn't a demon must succeed on a DC 14 Constitution saving throw or be Stunned until the end of the vrock's next turn .,Variant: Summon Demon (1/Day): The demon chooses what to summon and attempts a magical summoning.
242,Wyvern,"Multiattack: The wyvern makes two attacks: one with its bite and one with its stinger. While flying, it can use its claws in place of one other Attack.","Bite: Melee Weapon Attack: +7 to hit, reach 10 ft., one creature. Hit: 11 (2d6 + 4) piercing damage.","Claws: Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 13 (2d8 + 4) slashing damage.","Stinger: Melee Weapon Attack: +7 to hit, reach 10 ft., one creature. Hit: 11 (2d6 + 4) piercing damage. The target must make a DC 15 Constitution saving throw, taking 24 (7d6) poison damage on a failed save, or half as much damage on a successful one.",,
243,Young Brass Dragon,Multiattack: The dragon makes three attacks: one with its bite and two with its claws.,"Bite: Melee Weapon Attack: +7 to hit, reach 10 ft., one target. Hit: 15 (2d10 + 4) piercing damage.","Claw: Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 11 (2d6 + 4) slashing damage.",Breath Weapons (Recharge 5-6): The dragon uses one of the following breath Weapons.,,
244,Young White Dragon,Multiattack: The dragon makes three attacks: one with its bite and two with its claws.,"Bite: Melee Weapon Attack: +7 to hit, reach 10 ft., one target. Hit: 15 (2d10 + 4) piercing damage plus 4 (1d8) cold damage.","Claw: Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 11 (2d6 + 4) slashing damage.","Cold Breath (Recharge 5-6): The dragon exhales an icy blast in a 30-foot cone. Each creature in that area must make a DC 15 Constitution saving throw, taking 45 (10d8) cold damage on a failed save, or half as much damage on a successful one.",,
245,Giant Ape,Multiattack: The ape makes two fist attacks.,"Fist: Melee Weapon Attack: +9 to hit, reach 10 ft., one target. Hit: 22 (3d10 + 6) bludgeoning damage.","Rock: Ranged Weapon Attack: +9 to hit, range 50/100 ft., one target. Hit: 30 (7d6 + 6) bludgeoning damage.",,,
246,Oni,"Multiattack: The oni makes two attacks, either with its claws or its Glaive.","Claw (Oni Form Only): Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 8 (1d8 + 4) slashing damage.","Glaive: Melee Weapon Attack: +7 to hit, reach 10 ft., one target. Hit: 15 (2d10 + 4) slashing damage, or 9 (1d10 + 4) slashing damage in Small or Medium form.","Change Shape: The oni magically polymorphs into a Small or Medium humanoid, into a Large giant, or back into its true form. Other than its size, its Statistics are the same in each form. The only Equipment that is transformed is its Glaive, which shrinks so that it can be wielded in humanoid form. If the oni dies, it reverts to its true form, and its Glaive reverts to its normal size.",,
247,Shield Guardian,Multiattack: The guardian makes two fist attacks.,"Fist: Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 11 (2d6 + 4) bludgeoning damage.","Shield: When a creature makes an Attack against the wearer of the guardian's Amulet, the guardian grants a +2 bonus to the wearer's AC if the guardian is within 5 feet of the wearer.",,,
248,Stone Giant,Multiattack: The giant makes two Greatclub attacks.,"Greatclub: Melee Weapon Attack: +9 to hit, reach 15 ft., one target. Hit: 19 (3d8 + 6) bludgeoning damage.","Rock: Ranged Weapon Attack: +9 to hit, range 60/240 ft., one target. Hit: 28 (4d10 + 6) bludgeoning damage. If the target is a creature, it must succeed on a DC 17 Strength saving throw or be knocked prone.","Rock Catching: If a rock or similar object is hurled at the giant, the giant can, with a successful DC 10 Dexterity saving throw, catch the missile and take no bludgeoning damage from it.",,
249,Young Black Dragon,Multiattack: The dragon makes three attacks: one with its bite and two with its claws.,"Bite: Melee Weapon Attack: +7 to hit, reach 10 ft., one target. Hit: 15 (2d10 + 4) piercing damage plus 4 (1d8) acid damage.","Claw: Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 11 (2d6 + 4) slashing damage.","Acid Breath (Recharge 5-6): The dragon exhales acid in a 30-foot line that is 5 feet wide. Each creature in that line must make a DC 14 Dexterity saving throw, taking 49 (11d8) acid damage on a failed save, or half as much damage on a successful one.",,
250,Young Copper Dragon,Multiattack: The dragon makes three attacks: one with its bite and two with its claws.,"Bite: Melee Weapon Attack: +7 to hit, reach 10 ft., one target. Hit: 15 (2d10 + 4) piercing damage.","Claw: Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 11 (2d6 + 4) slashing damage.",Breath Weapons (Recharge 5-6): The dragon uses one of the following breath Weapons.,,
251,Assassin,Multiattack: The assassin makes two Shortsword attacks.,"Shortsword: Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 6 (1d6 + 3) piercing damage, and the target must make a DC 15 Constitution saving throw, taking 24 (7d6) poison damage on a failed save, or half as much damage on a successful one.","Light Crossbow: Ranged Weapon Attack: +6 to hit, range 80/320 ft., one target. Hit: 7 (1d8 + 3) piercing damage, and the target must make a DC 15 Constitution saving throw, taking 24 (7d6) poison damage on a failed save, or half as much damage on a successful one.",,,
252,Cloaker,Multiattack: The cloaker makes two attacks: one with its bite and one with its tail.,"Bite: Melee Weapon Attack: +6 to hit, reach 5 ft., one creature. Hit: 10 (2d6 + 3) piercing damage, and if the target is Large or smaller, the cloaker attaches to it. If the cloaker has advantage against the target, the cloaker attaches to the target's head, and the target is Blinded and unable to breathe while the cloaker is attached. While attached, the cloaker can make this Attack only against the target and has advantage on the Attack roll. The cloaker can detach itself by spending 5 feet of its Movement. A creature, including the target, can take its action to detach the cloaker by succeeding on a DC 16 Strength check.","Tail: Melee Weapon Attack: +6 to hit, reach 10 ft., one creature. Hit: 7 (1d8 + 3) slashing damage.","Moan: Each creature within 60 feet of the cloaker that can hear its moan and that isn't an aberration must succeed on a DC 13 Wisdom saving throw or become Frightened until the end of the cloaker's next turn. If a creature's saving throw is successful, the creature is immune to the cloaker's moan for the next 24 hours.","Phantasms (Recharges after a Short or Long Rest): The cloaker magically creates three illusory duplicates of itself if it isn't in bright light. The duplicates move with it and mimic its actions, shifting position so as to make it impossible to track which cloaker is the real one. If the cloaker is ever in an area of bright light, the duplicates disappear.",
253,Frost Giant,Multiattack: The giant makes two Greataxe attacks.,"Greataxe: Melee Weapon Attack: +9 to hit, reach 10 ft., one target. Hit: 25 (3d12 + 6) slashing damage.","Rock: Ranged Weapon Attack: +9 to hit, range 60/240 ft., one target. Hit: 28 (4d10 + 6) bludgeoning damage.",,,
254,Hezrou,Multiattack: The hezrou makes three attacks: one with its bite and two with its claws.,"Bite: Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 15 (2d10 + 4) piercing damage.","Claws: Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 11 (2d6 + 4) slashing damage.",Variant: Summon Demon (1/Day): The demon chooses what to summon and attempts a magical summoning.,,
255,Hydra,Multiattack: The hydra makes as many bite attacks as it has heads.,"Bite: Melee Weapon Attack: +8 to hit, reach 10 ft., one target. Hit: 10 (1d10 + 5) piercing damage.",,,,
256,Spirit Naga,"Bite: Melee Weapon Attack: +7 to hit, reach 10 ft., one creature. Hit: 7 (1d6 + 4) piercing damage, and the target must make a DC 13 Constitution saving throw, taking 31 (7d8) poison damage on a failed save, or half as much damage on a successful one.",,,,,
257,Tyrannosaurus Rex,Multiattack: The tyrannosaurus makes two attacks: one with its bite and one with its tail. It can't make both attacks against the same target.,"Bite: Melee Weapon Attack: +10 to hit, reach 10 ft., one target. Hit: 33 (4d12 + 7) piercing damage. If the target is a Medium or smaller creature, it is Grappled (escape DC 17). Until this grapple ends, the target is Restrained, and the tyrannosaurus can't bite another target.","Tail: Melee Weapon Attack: +10 to hit, reach 10 ft., one target. Hit: 20 (3d8 + 7) bludgeoning damage.",,,
258,Young Bronze Dragon,Multiattack: The dragon makes three attacks: one with its bite and two with its claws.,"Bite: Melee Weapon Attack: +8 to hit, reach 10 ft., one target. Hit: 16 (2d10 + 5) piercing damage.","Claw: Melee Weapon Attack: +8 to hit, reach 5 ft., one target. Hit: 12 (2d6 + 5) slashing damage.",Breath Weapons (Recharge 5-6): The dragon uses one of the following breath Weapons.,,
259,Young Green Dragon,Multiattack: The dragon makes three attacks: one with its bite and two with its claws.,"Bite: Melee Weapon Attack: +7 to hit, reach 10 ft., one target. Hit: 15 (2d10 + 4) piercing damage plus 7 (2d6) poison damage.","Claw: Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 11 (2d6 + 4) slashing damage.","Poison Breath (Recharge 5-6): The dragon exhales poisonous gas in a 30-foot cone. Each creature in that area must make a DC 14 Constitution saving throw, taking 42 (12d6) poison damage on a failed save, or half as much damage on a successful one.",,
260,Clay Golem,Multiattack: The golem makes two slam attacks.,"Slam: Melee Weapon Attack: +8 to hit, reach 5 ft., one target. Hit: 16 (2d10 + 5) bludgeoning damage. If the target is a creature, it must succeed on a DC 15 Constitution saving throw or have its hit point maximum reduced by an amount equal to the damage taken. The target dies if this Attack reduces its hit point maximum to 0. The reduction lasts until removed by the Greater Restoration spell or other magic.","Haste (Recharge 5-6): Until the end of its next turn, the golem magically gains a +2 bonus to its AC, has advantage on Dexterity saving throws, and can use its slam Attack as a Bonus Action.",,,
261,Cloud Giant,Multiattack: The giant makes two Morningstar attacks.,"Morningstar: Melee Weapon Attack: +12 to hit, reach 10 ft., one target. Hit: 21 (3d8 + 8) piercing damage.","Rock: Ranged Weapon Attack: +12 to hit, range 60/240 ft., one target. Hit: 30 (4d10 + 8) bludgeoning damage.",,,
262,Fire Giant,Multiattack: The giant makes two Greatsword attacks.,"Greatsword: Melee Weapon Attack: +11 to hit, reach 10 ft., one target. Hit: 28 (6d6 + 7) slashing damage.","Rock: Ranged Weapon Attack: +11 to hit, range 60/240 ft., one target. Hit: 29 (4d10 + 7) bludgeoning damage.",,,
263,Glabrezu,"Multiattack: The glabrezu makes four attacks: two with its pincers and two with its fists. Alternatively, it makes two attacks with its pincers and casts one spell.","Pincer: Melee Weapon Attack: +9 to hit, reach 10 ft., one target. Hit: 16 (2d10 + 5) bludgeoning damage. If the target is a Medium or smaller creature, it is Grappled (escape DC 15). The glabrezu has two pincers, each of which can grapple only one target.","Fist: Melee Weapon Attack: +9 to hit, reach 5 ft., one target. Hit: 7 (2d4 + 2) bludgeoning damage.",Variant: Summon Demon (1/Day): The demon chooses what to summon and attempts a magical summoning.,,
264,Treant,Multiattack: The treant makes two slam attacks.,"Slam: Melee Weapon Attack: +10 to hit, reach 5 ft., one target. Hit: 16 (3d6 + 6) bludgeoning damage.","Rock: Ranged Weapon Attack: +10 to hit, range 60/180 ft., one target. Hit: 28 (4d10 + 6) bludgeoning damage.","Animate Trees (1/Day): The treant magically animates one or two trees it can see within 60 feet of it. These trees have the same Statistics as a treant, except they have Intelligence and Charisma scores of 1, they can't speak, and they have only the Slam action option. An animated tree acts as an ally of the treant. The tree remains animate for 1 day or until it dies; until the treant dies or is more than 120 feet from the tree; or until the treant takes a Bonus Action to turn it back into an inanimate tree. The tree then takes root if possible.",,
265,Young Blue Dragon,Multiattack: The dragon makes three attacks: one with its bite and two with its claws.,"Bite: Melee Weapon Attack: +9 to hit, reach 10 ft., one target. Hit: 16 (2d10 + 5) piercing damage plus 5 (1d10) lightning damage.","Claw: Melee Weapon Attack: +9 to hit, reach 5 ft., one target. Hit: 12 (2d6 + 5) slashing damage.","Lightning Breath (Recharge 5-6): The dragon exhales lightning in an 60-foot line that is 5 feet wide. Each creature in that line must make a DC 16 Dexterity saving throw, taking 55 (10d10) lightning damage on a failed save, or half as much damage on a successful one.",,
266,Young Silver Dragon,Multiattack: The dragon makes three attacks: one with its bite and two with its claws.,"Bite: Melee Weapon Attack: +10 to hit, reach 10 ft., one target. Hit: 17 (2d10 + 6) piercing damage.","Claw: Melee Weapon Attack: +10 to hit, reach 5 ft., one target. Hit: 13 (2d6 + 6) slashing damage.",Breath Weapons (Recharge 5-6): The dragon uses one of the following breath Weapons.,,
267,Aboleth,Multiattack: The aboleth makes three tentacle attacks.,"Tentacle: Melee Weapon Attack: +9 to hit, reach 10 ft., one target. Hit: 12 (2d6 + 5) bludgeoning damage. If the target is a creature, it must succeed on a DC 14 Constitution saving throw or become diseased. The disease has no effect for 1 minute and can be removed by any magic that cures disease. After 1 minute, the diseased creature's skin becomes translucent and slimy, the creature can't regain hit points unless it is Underwater, and the disease can be removed only by heal or another disease-curing spell of 6th level or higher. When the creature is outside a body of water, it takes 6 (1d12) acid damage every 10 minutes unless moisture is applied to the skin before 10 minutes have passed.","Tail: Melee Weapon Attack: +9 to hit, reach 10 ft. one target. Hit: 15 (3d6 + 5) bludgeoning damage.","Enslave (3/day): The aboleth Targets one creature it can see within 30 ft. of it. The target must succeed on a DC 14 Wisdom saving throw or be magically Charmed by the aboleth until the aboleth dies or until it is on a different plane of existence from the target. The Charmed target is under the aboleth's control and can't take reactions, and the aboleth and the target can communicate telepathically with each other over any distance.",Detect: The aboleth makes a Wisdom (Perception) check.,Tail Swipe: The aboleth makes one tail Attack.
268,Deva,Multiattack: The deva makes two Melee Attacks.,"Mace: Melee Weapon Attack: +8 to hit, reach 5 ft., one target. Hit: 7 (1d6 + 4) bludgeoning damage plus 18 (4d8) radiant damage.","Healing Touch (3/Day): The deva touches another creature. The target magically regains 20 (4d8 + 2) hit points and is freed from any curse, disease, poison, blindness, or deafness.","Change Shape: The deva magically polymorphs into a humanoid or beast that has a challenge rating equal to or less than its own, or back into its true form. It reverts to its true form if it dies. Any Equipment it is wearing or carrying is absorbed or borne by the new form (the deva's choice).",,
269,Guardian Naga,"Bite: Melee Weapon Attack: +8 to hit, reach 10 ft., one creature. Hit: 8 (1d8 + 4) piercing damage, and the target must make a DC 15 Constitution saving throw, taking 45 (10d8) poison damage on a failed save, or half as much damage on a successful one.","Spit Poison: Ranged Weapon Attack: +8 to hit, range 15/30 ft., one creature. Hit: The target must make a DC 15 Constitution saving throw, taking 45 (10d8) poison damage on a failed save, or half as much damage on a successful one.",,,,
270,Stone Golem,Multiattack: The golem makes two slam attacks.,"Slam: Melee Weapon Attack: +10 to hit, reach 5 ft., one target. Hit: 19 (3d8 + 6) bludgeoning damage.","Slow (Recharge 5-6): The golem Targets one or more creatures it can see within 10 ft. of it. Each target must make a DC 17 Wisdom saving throw against this magic. On a failed save, a target can't use reactions, its speed is halved, and it can't make more than one Attack on its turn. In addition, the target can take either an action or a Bonus Action on its turn, not both. These effects last for 1 minute. A target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.",,,
271,Young Gold Dragon,Multiattack: The dragon makes three attacks: one with its bite and two with its claws.,"Bite: Melee Weapon Attack: +10 to hit, reach 10 ft., one target. Hit: 17 (2d10 + 6) piercing damage.","Claw: Melee Weapon Attack: +10 to hit, reach 5 ft., one target. Hit: 13 (2d6 + 6) slashing damage.",Breath Weapons (Recharge 5-6): The dragon uses one of the following breath Weapons.,,
272,Young Red Dragon,Multiattack: The dragon makes three attacks: one with its bite and two with its claws.,"Bite: Melee Weapon Attack: +10 to hit, reach 10 ft., one target. Hit: 17 (2d10 + 6) piercing damage plus 3 (1d6) fire damage.","Claw: Melee Weapon Attack: +10 to hit, reach 5 ft., one target. Hit: 13 (2d6 + 6) slashing damage.","Fire Breath (Recharge 5-6): The dragon exhales fire in a 30-foot cone. Each creature in that area must make a DC 17 Dexterity saving throw, taking 56 (16d6) fire damage on a failed save, or half as much damage on a successful one.",,
273,Behir,Multiattack: The behir makes two attacks: one with its bite and one to constrict.,"Bite: Melee Weapon Attack: +10 to hit, reach 10 ft., one target. Hit: 22 (3d10 + 6) piercing damage.","Constrict: Melee Weapon Attack: +10 to hit, reach 5 ft., one Large or smaller creature. Hit: 17 (2d10 + 6) bludgeoning damage plus 17 (2d10 + 6) slashing damage. The target is Grappled (escape DC 16) if the behir isn't already constricting a creature, and the target is Restrained until this grapple ends.","Lightning Breath (Recharge 5-6): The behir exhales a line of lightning that is 20 ft. long and 5 ft. wide. Each creature in that line must make a DC 16 Dexterity saving throw, taking 66 (12d10) lightning damage on a failed save, or half as much damage on a successful one.","Swallow: The behir makes one bite Attack against a Medium or smaller target it is Grappling. If the Attack hits, the target is also swallowed, and the grapple ends. While swallowed, the target is Blinded and Restrained, it has total cover against attacks and other effects outside the behir, and it takes 21 (6d6) acid damage at the start of each of the behir's turns. A behir can have only one creature swallowed at a time.",
274,Chain Devil,Multiattack: The devil makes two attacks with its chains.,"Chain: Melee Weapon Attack: +8 to hit, reach 10 ft., one target. Hit: 11 (2d6 + 4) slashing damage. The target is Grappled (escape DC 14) if the devil isn't already Grappling a creature. Until this grapple ends, the target is Restrained and takes 7 (2d6) piercing damage at the start of each of its turns.","Animate Chains (Recharges after a Short or Long Rest): Up to four chains the devil can see within 60 feet of it magically sprout razor-edged barbs and animate under the devil's control, provided that the chains aren't being worn or carried.","Unnerving Mask: When a creature the devil can see starts its turn within 30 feet of the devil, the devil can create the Illusion that it looks like one of the creature's departed loved ones or bitter enemies. If the creature can see the devil, it must succeed on a DC 14 Wisdom saving throw or be Frightened until the end of its turn.",,
275,Djinni,Multiattack: The djinni makes three Scimitar attacks.,"Scimitar: Melee Weapon Attack: +9 to hit, reach 5 ft., one target. Hit: 12 (2d6 + 5) slashing damage plus 3 (1d6) lightning or thunder damage (djinni's choice).","Create Whirlwind: A 5-foot-radius, 30-foot-tall Cylinder of swirling air magically forms on a point the djinni can see within 120 feet of it. The whirlwind lasts as long as the djinni maintains Concentration (as if concentrating on a spell). Any creature but the djinni that enters the whirlwind must succeed on a DC 18 Strength saving throw or be Restrained by it. The djinni can move the whirlwind up to 60 feet as an action, and creatures Restrained by the whirlwind move with it. The whirlwind ends if the djinni loses sight of it.",,,
276,Efreeti,Multiattack: The efreeti makes two Scimitar attacks or uses its Hurl Flame twice.,"Scimitar: Melee Weapon Attack: +10 to hit, reach 5 ft., one target. Hit: 13 (2d6 + 6) slashing damage plus 7 (2d6) fire damage.","Hurl Flame: Ranged Spell Attack: +7 to hit, range 120 ft., one target. Hit: 17 (5d6) fire damage.",,,
277,Gynosphinx,Multiattack: The sphinx makes two claw attacks.,"Claw: Melee Weapon Attack: +9 to hit, reach 5 ft., one target. Hit: 13 (2d8 + 4) slashing damage.",Claw Attack: The sphinx makes one claw Attack.,"Teleport (Costs 2 Actions): The sphinx magically teleports, along with any Equipment it is wearing or carrying, up to 120 feet to an unoccupied space it can see.","Cast a Spell (Costs 3 Actions): The sphinx casts a spell from its list of prepared Spells, using a spell slot as normal.",
278,Horned Devil,Multiattack: The devil makes three melee attacks: two with its fork and one with its tail. It can use Hurl Flame in place of any melee Attack.,"Fork: Melee Weapon Attack: +10 to hit, reach 10 ft., one target. Hit: 15 (2d8 + 6) piercing damage.","Tail: Melee Weapon Attack: +10 to hit, reach 10 ft., one target. Hit: 10 (1d8 + 6) piercing damage. If the target is a creature other than an Undead or a construct, it must succeed on a DC 17 Constitution saving throw or lose 10 (3d6) hit points at the start of each of its turns due to an infernal wound. Each time the devil hits the wounded target with this Attack, the damage dealt by the wound increases by 10 (3d6). Any creature can take an action to stanch the wound with a successful DC 12 Wisdom (Medicine) check. The wound also closes if the target receives magical Healing.","Hurl Flame: Ranged Spell Attack: +7 to hit, range 150 ft., one target. Hit: 14 (4d6) fire damage. If the target is a flammable object that isn't being worn or carried, it also catches fire.",,
279,Remorhaz,"Bite: Melee Weapon Attack: +11 to hit, reach 10 ft., one target. Hit: 40 (6d10 + 7) piercing damage plus 10 (3d6) fire damage. If the target is a creature, it is Grappled (escape DC 17). Until this grapple ends, the target is Restrained, and the remorhaz can't bite another target.","Swallow: The remorhaz makes one bite Attack against a Medium or smaller creature it is Grappling. If the Attack hits, that creature takes the bite's damage and is swallowed, and the grapple ends. While swallowed, the creature is Blinded and Restrained, it has total cover against attacks and other effects outside the remorhaz, and it takes 21 (6d6) acid damage at the start of each of the remorhaz's turns.",,,,
280,Roc,Multiattack: The roc makes two attacks: one with its beak and one with its talons.,"Beak: Melee Weapon Attack: +13 to hit, reach 10 ft., one target. Hit: 27 (4d8 + 9) piercing damage.","Talons: Melee Weapon Attack: +13 to hit, reach 5 ft., one target. Hit: 23 (4d6 + 9) slashing damage, and the target is Grappled (escape DC 19). Until this grapple ends, the target is Restrained, and the roc can't use its talons on another target.",,,
281,Archmage,"Dagger: Melee or Ranged Weapon Attack: +6 to hit, reach 5 ft. or range 20/60 ft., one target. Hit: 4 (1d4 + 2) piercing damage.",,,,,
282,Bone Devil,Multiattack: The devil makes three attacks: two with its claws and one with its sting.,Multiattack: The devil makes three attacks: two with its claws and one with its sting.,"Claw: Melee Weapon Attack: +8 to hit, reach 10 ft., one target. Hit: 8 (1d8 + 4) slashing damage.","Claw: Melee Weapon Attack: +8 to hit, reach 10 ft., one target. Hit: 8 (1d8 + 4) slashing damage.","Sting: Melee Weapon Attack: +8 to hit, reach 10 ft., one target. Hit: 13 (2d8 + 4) piercing damage plus 17 (5d6) poison damage, and the target must succeed on a DC 14 Constitution saving throw or become Poisoned for 1 minute. The target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success .","Sting: Melee Weapon Attack: +8 to hit, reach 10 ft., one target. Hit: 13 (2d8 + 4) piercing damage plus 17 (5d6) poison damage, and the target must succeed on a DC 14 Constitution saving throw or become Poisoned for 1 minute. The target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success ."
283,Erinyes,Multiattack: The erinyes makes three attacks,"Longsword: Melee Weapon Attack: +8 to hit, reach 5 ft., one target. Hit: 8 (1d8 + 4) slashing damage, or 9 (1d10 + 4) slashing damage if used with two hands, plus 13 (3d8) poison damage.","Longbow: Ranged Weapon Attack: +7 to hit, range 150/600 ft., one target. Hit: 7 (1d8 + 3) piercing damage plus 13 (3d8) poison damage, and the target must succeed on a DC 14 Constitution saving throw or be Poisoned. The poison lasts until it is removed by the Lesser Restoration spell or similar magic.","Variant: Rope of Entanglement: Some erinyes carry a Rope of Entanglement (detailed in the Dungeon Master's Guide). When such an erinyes uses its Multiattack, the erinyes can use the rope in place of two of the attacks.","Parry: The erinyes adds 4 to its AC against one melee Attack that would hit it. To do so, the erinyes must see the attacker and be wielding a melee weapon.",
284,Adult Brass Dragon,Multiattack: The dragon can use its Frightful Presence. It then makes three attacks: one with its bite and two with its claws.,"Bite: Melee Weapon Attack: +11 to hit, reach,.0 ft., one target. Hit: 17 (2d10 + 6) piercing damage.","Claw: Melee Weapon Attack: +11 to hit, reach 5 ft., one target. Hit: 13 (2d6 + 6) slashing damage.","Tail: Melee Weapon Attack: +11 to hit, reach 15 ft., one target. Hit: 15 (2d8 + 6) bludgeoning damage.","Frightful Presence: Each creature of the dragon's choice that is within 120 feet of the dragon and aware of it must succeed on a DC 16 Wisdom saving throw or become Frightened for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. If a creature's saving throw is successful or the effect ends for it, the creature is immune to the dragon's Frightful Presence for the next 24 hours.",Breath Weapons (Recharge 5-6): The dragon uses one of the following breath Weapons.
285,Adult White Dragon,Multiattack: The dragon can use its Frightful Presence. It then makes three attacks: one with its bite and two with its claws.,"Bite: Melee Weapon Attack: +11 to hit, reach 10 ft., one target. Hit: 17 (2d10 + 6) piercing damage plus 4 (1d8) cold damage.","Claw: Melee Weapon Attack: +11 to hit, reach 5 ft., one target. Hit: 13 (2d6 + 6) slashing damage.","Tail: Melee Weapon Attack: +11 to hit, reach 15 ft., one target. Hit: 15 (2d8 + 6) bludgeoning damage.","Frightful Presence: Each creature of the dragon's choice that is within 120 ft. of the dragon and aware of it must succeed on a DC 14 Wisdom saving throw or become Frightened for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. If a creature's saving throw is successful or the effect ends for it, the creature is immune to the dragon's Frightful Presence for the next 24 hours.","Cold Breath (Recharge 5-6): The dragon exhales an icy blast in a 60-foot cone. Each creature in that area must make a DC 19 Constitution saving throw, taking 54 (12d8) cold damage on a failed save, or half as much damage on a successful one."
286,Nalfeshnee,Multiattack: The nalfeshnee uses Horror Nimbus if it can.  It then makes three attacks: one with its bite and two with its claws.,"Bite: Melee Weapon Attack: +10 to hit, reach 5 ft., one target. Hit: 32 (5d10 + 5) piercing damage.","Claw: Melee Weapon Attack: +10 to hit, reach 10 ft., one target. Hit: 15 (3d6 + 5) slashing damage.","Horror Nimbus (Recharge 5-6): The nalfeshnee magically emits scintillating, multicolored light. Each creature within 15 feet of the nalfeshnee that can see the light must succeed on a DC 15 Wisdom saving throw or be Frightened for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. If a creature's saving throw is successful or the effect ends for it, the creature is immune to the nalfeshnee's Horror Nimbus for the next 24 hours.","Teleport: The nalfeshnee magically teleports, along with any Equipment it is wearing or carrying, up to 120 feet to an unoccupied space it can see.",Variant: Summon Demon (1/Day): The demon chooses what to summon and attempts a magical summoning.
287,Rakshasa,Multiattack: The rakshasa makes two claw attacks,"Claw: Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 9 (2d6 + 2) slashing damage, and the target is cursed if it is a creature. The magical curse takes effect whenever the target takes a short or Long Rest, filling the target's thoughts with horrible images and dreams. The cursed target gains no benefit from finishing a short or Long Rest. The curse lasts until it is lifted by a Remove Curse spell or similar magic.",,,,
288,Storm Giant,Multiattack: The giant makes two Greatsword attacks.,"Greatsword: Melee Weapon Attack: +14 to hit, reach 10 ft., one target. Hit: 30 (6d6 + 9) slashing damage.","Rock: Ranged Weapon Attack: +14 to hit, range 60/240 ft., one target. Hit: 35 (4d12 + 9) bludgeoning damage.","Lightning Strike (Recharge 5-6): The giant hurls a magical Lightning Bolt at a point it can see within 500 feet of it. Each creature within 10 feet of that point must make a DC 17 Dexterity saving throw, taking 54 (12d8) lightning damage on a failed save, or half as much damage on a successful one.",,
